mapX,mapY,pixelX,pixelY,enable,dX,dY,residual
1986268.53153826599009335,783868.95617857680190355,1250.61524890712325941,-1228.61838176494165964,1,-2.20491534434245295,13.72945872353898267,13.90538343653555842
1986876.83188464492559433,783298.45218070782721043,1352.80466616614376107,-1473.0681822463836852,1,-9.24497991077623738,-9.97811676261289904,13.6026639919904202
1985507.37625132314860821,783538.44890046503860503,1010.61437686712463346,-1215.28364466733410154,1,1.57824175655434829,-9.40485728289309009,9.53636133720398327
1986981.5549624883569777,784778.10263469046913087,1554.12098474490721856,-1069.78307617184191258,1,-1.36309392239081717,-2.3395963095215393,2.70771784585942221
1986957.59075551223941147,782795.5964824230177328,1309.14856408188825299,-1599.23194465564483835,1,1.92961767549536489,7.91166247374258091,8.14357584062497075
1985213.57406051363795996,782740.87905423284973949,819.91550702896245184,-1395.78027325754442245,1,-1.08297676027177658,5.4964711210554924,5.60214543258971265
1986915.28607723256573081,783852.80179202265571803,1411.88276083451432896,-1310.48479119618286859,1,8.33515179428513875,1.10800562002737024,8.40847381442001129
1986236.39098642789758742,782636.9349397806217894,1075.44606107648951365,-1614.65393723975785178,1,2.0529547114451816,-6.52302758333530619,6.83845829849083842

